MASTER,VARIETY,Altale,14.2
MASTER,VARIETY,BBBLOW -rebuild-,14.1
MASTER,オンゲキ,Daredevil Glaive,14.1
MASTER,VARIETY,BATTLE NO.1,14.6
MASTER,チュウマイ,シャッキーーン！！,14.0
MASTER,niconico,ラクガキスト,14.6
MASTER,VARIETY,c.s.q.n.,14.1
MASTER,VARIETY,Amphisbaena,14.4
MASTER,オンゲキ,ジャンヌ・ダルクの慟哭,14.3
MASTER,チュウマイ,Supersonic Generation,14.2
MASTER,VARIETY,DRAGONLADY,14.2
MASTER,オンゲキ,MAGNETAR GIRL,14.5
MASTER,オンゲキ,GODLINESS,14.0
MASTER,POPS＆ANIME,あ・り・ま・す・か？,14.2
MASTER,VARIETY,ENERGY SYNERGY MATRIX,14.0
LUNATIC,LUNATIC,回レ！雪月花,14.0
LUNATIC,LUNATIC,Fly to the Leaden Sky -O.N.G.E.K.I. MIX-,14.0
LUNATIC,LUNATIC,セガNET麻雀MJ -O.N.G.E.K.I. MIX-,14.1
MASTER,オンゲキ,ミラージュ・フレイグランス,14.5
MASTER,チュウマイ,TEmPTaTiON,14.5
MASTER,VARIETY,竹,14.2
MASTER,オンゲキ,μάγια,14.6
MASTER,オンゲキ,RELOAD,14.6
MASTER,東方Project,Everything Will Freeze,14.4
MASTER,VARIETY,Showguts,14.5
MASTER,オンゲキ,B WiZ U,14.2
MASTER,VARIETY,2112410403927243233368,14.3
MASTER,オンゲキ,霧の書斎,14.1
LUNATIC,LUNATIC,六兆年と一夜物語,14.1
LUNATIC,LUNATIC,最終鬼畜全部声,14.3
MASTER,チュウマイ,Oshama Scramble!,13.7
MASTER,チュウマイ,AMAZING MIGHTYYYY!!!!,13.7
MASTER,オンゲキ,Ai Nov,13.9
MASTER,チュウマイ,閃鋼のブリューナク,13.9
MASTER,niconico,ぼくらの16bit戦争,13.8
MASTER,niconico,カミサマネジマキ,13.7
LUNATIC,LUNATIC,ナイト・オブ・ナイツ,13.9
MASTER,niconico,クイーンオブハート,13.7
MASTER,東方Project,Calamity Fortune,13.7
MASTER,niconico,初音ミクの消失,13.7
MASTER,VARIETY,conflict,13.8
MASTER,チュウマイ,The wheel to the right,13.7
LUNATIC,LUNATIC,Sakura Fubuki,13.7
MASTER,オンゲキ,Touch and Go,13.7
MASTER,オンゲキ,Baqeela,13.9
MASTER,niconico,ギガンティックO.T.N,13.8
MASTER,オンゲキ,Lazy Addiction,13.7
MASTER,東方Project,ウサテイ,13.7
MASTER,オンゲキ,Mini skirt,13.9
MASTER,オンゲキ,HONEY-Q,13.7
MASTER,niconico,裏表ラバーズ,13.7
MASTER,オンゲキ,Honey Bear,13.7
MASTER,VARIETY,Duello,13.8
MASTER,東方Project,Doll Judgment,13.7
LUNATIC,LUNATIC,ジングルベル,13.9
MASTER,オンゲキ,Sparkle,13.8
MASTER,オンゲキ,Last Kingdom,13.9
MASTER,オンゲキ,Vibes 2k20,13.9
MASTER,VARIETY,Dreadnought,13.8
MASTER,オンゲキ,Ai Drew,13.9
MASTER,オンゲキ,アマツカミ,13.8
MASTER,オンゲキ,Trinity Departure,13.9
MASTER,チュウマイ,Summer is over,13.8
MASTER,VARIETY,Destr0yer,13.7
LUNATIC,LUNATIC,どどんぱち大音頭,13.9
MASTER,オンゲキ,RED to RED,13.7
MASTER,オンゲキ,Lostwizz,13.7
MASTER,POPS＆ANIME,この番組はうら若き公務員たちの提供でお送りいたします,13.7
MASTER,東方Project,ナイト・オブ・ナイツ (かめりあ’s“ワンス・アポン・ア・ナイト”Remix),13.9
MASTER,VARIETY,Reach for the Stars,13.8
MASTER,オンゲキ,Ruler Count Zero,13.9
MASTER,POPS＆ANIME,藍の華,13.7
LUNATIC,LUNATIC,東亞 -O.N.G.E.K.I. MIX-,13.8
LUNATIC,LUNATIC,ネ！コ！,13.8
EXPERT,オンゲキ,Apollo,13.7
EXPERT,オンゲキ,LAMIA,13.7
MASTER,オンゲキ,最っ高のエンタメだ!!,13.8
MASTER,オンゲキ,A Day in the Patisserie,13.8
MASTER,VARIETY,Singularity - SEGA SOUND STAFF「セガNET麻雀 MJ」,13.9
MASTER,チュウマイ,四月の雨,13.9
MASTER,オンゲキ,colorful transparency,13.9
MASTER,VARIETY,僕たちの旅とエピローグ。,13.7
MASTER,niconico,夜咄ディセイブ,13.7
MASTER,オンゲキ,Pastel Sprinkles,13.8
MASTER,チュウマイ,Secret Sleuth,13.8
MASTER,niconico,撥条少女時計,13.7
MASTER,オンゲキ,MEGATON BLAST (tpz Overcute Remix),13.8
MASTER,ボーナストラック,Ruler Count Zero -珠洲島 有栖ソロver.-,13.9
MASTER,ボーナストラック,Ruler Count Zero -九條 楓ソロver.-,13.9
MASTER,ボーナストラック,Ruler Count Zero -逢坂 茜ソロver.-,13.9
MASTER,東方Project,Bad Apple!! feat.nomico (Camellia’s “Bad Psy” Remix),13.8
MASTER,チュウマイ,U ARE,13.7
MASTER,東方Project,LUNA DIAL -Version X-SAKUYA-,13.8
MASTER,VARIETY,CO5M1C R4ILR0AD,13.8
MASTER,VARIETY,ニニ,13.8
MASTER,東方Project,断罪は遍く人間の元に,13.8
LUNATIC,LUNATIC,No Limit RED Force,13.9
MASTER,オンゲキ,ゲーミングポーラーベア,13.8
MASTER,オンゲキ,Elusive Emotes,13.9
MASTER,VARIETY,Dement ~after legend~,13.8
MASTER,POPS＆ANIME,ぶいちゅっばの歌,13.7
MASTER,niconico,初音天地開闢神話,13.9
MASTER,オンゲキ,Mizutama-Tripster,13.7
MASTER,チュウマイ,足立オウフwwww,13.7
MASTER,VARIETY,STARLIGHT TWILIGHT -GC edit-,13.8
MASTER,niconico,腐れ外道とチョコレゐト,13.7
MASTER,オンゲキ,Suspiro,13.9
MASTER,チュウマイ,CHOCOLATE BOMB!!!!,13.8
MASTER,POPS＆ANIME,せーので跳べって言ってんの！,13.7
MASTER,VARIETY,エピトゥリカの祀,13.9
MASTER,VARIETY,BABYLON,13.9
LUNATIC,LUNATIC,Hide ＆ Attack,13.7
LUNATIC,LUNATIC,ブリキノダンス,13.8
LUNATIC,LUNATIC,The world of spirit,13.8
EXPERT,チュウマイ,混沌を越えし我らが神聖なる調律主を讃えよ,13.0
EXPERT,オンゲキ,Opfer,13.6
EXPERT,オンゲキ,Titania,13.2
MASTER,niconico,脳漿炸裂ガール,13.2
MASTER,VARIETY,Brain Power,13.4
MASTER,VARIETY,Halcyon,13.4
MASTER,オンゲキ,Dolphika,13.4
MASTER,チュウマイ,天火明命,13.1
MASTER,チュウマイ,Gate of Doom,13.1
MASTER,オンゲキ,ロッキンピンクモンスター,13.2
MASTER,オンゲキ,ブツメツビーターズ,13.3
MASTER,チュウマイ,We Gonna Journey,13.5
MASTER,チュウマイ,Paqqin,13.1
MASTER,オンゲキ,Maqrite,13.6
MASTER,オンゲキ,Sword of Secret,13.4
MASTER,VARIETY,Äventyr,13.1
MASTER,東方Project,sweet little sister,13.0
MASTER,東方Project,Destiny Runner,13.6
MASTER,東方Project,最終鬼畜妹フランドール・Ｓ,13.5
MASTER,東方Project,今ぞ♡崇め奉れ☆オマエらよ！！～姫の秘メタル渇望～,13.2
MASTER,チュウマイ,Kattobi KEIKYU Rider,13.3
MASTER,niconico,幸せになれる隠しコマンドがあるらしい,13.0
MASTER,チュウマイ,ロボットプラネットユートピア,13.4
EXPERT,オンゲキ,MEGATON BLAST,13.0
EXPERT,オンゲキ,Viyella’s Tears,13.2
EXPERT,チュウマイ,Garakuta Doll Play,13.0
EXPERT,オンゲキ,ω4,13.0
MASTER,オンゲキ,TAKE ON THE WORLD,13.3
